File,Window,Time Start,Time End,Predicted,Ground Truth
audio2025_rec/Sperm Whale/Sperm Whale.wav,47,47.0,48.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,48,48.0,49.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,49,49.0,50.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,50,50.0,51.0,Harp Seal,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,51,51.0,52.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,52,52.0,53.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,53,53.0,54.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,54,54.0,55.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,55,55.0,56.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,56,56.0,57.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,57,57.0,58.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,58,58.0,59.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,59,59.0,60.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,60,60.0,61.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,61,61.0,62.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,62,62.0,63.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,63,63.0,64.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,64,64.0,65.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,65,65.0,66.0,Harp Seal,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,66,66.0,67.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,67,67.0,68.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,68,68.0,69.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,69,69.0,70.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,70,70.0,71.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,71,71.0,72.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,72,72.0,73.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,73,73.0,74.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,74,74.0,75.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,75,75.0,76.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,76,76.0,77.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,77,77.0,78.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,78,78.0,79.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,79,79.0,80.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,80,80.0,81.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,81,81.0,82.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,82,82.0,83.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,83,83.0,84.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,84,84.0,85.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,85,85.0,86.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,86,86.0,87.0,khong,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,87,87.0,88.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,88,88.0,89.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,89,89.0,90.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,90,90.0,91.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,91,91.0,92.0,Harp Seal,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,92,92.0,93.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,93,93.0,94.0,Beluga White Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,94,94.0,95.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,95,95.0,96.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,96,96.0,97.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,97,97.0,98.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,98,98.0,99.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,99,99.0,100.0,Harp Seal,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,100,100.0,101.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,101,101.0,102.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,102,102.0,103.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,103,103.0,104.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,104,104.0,105.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,105,105.0,106.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,106,106.0,107.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,107,107.0,108.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,108,108.0,109.0,Harp Seal,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,109,109.0,110.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,110,110.0,111.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,111,111.0,112.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,112,112.0,113.0,khong,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,113,113.0,114.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,114,114.0,115.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,115,115.0,116.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,116,116.0,117.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,117,117.0,118.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,118,118.0,119.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,119,119.0,120.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,120,120.0,121.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,121,121.0,122.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,122,122.0,123.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,123,123.0,124.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,124,124.0,125.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,125,125.0,126.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,126,126.0,127.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,127,127.0,128.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,128,128.0,129.0,Harp Seal,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,129,129.0,130.0,Beluga White Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,130,130.0,131.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,131,131.0,132.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,132,132.0,133.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,133,133.0,134.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,134,134.0,135.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,135,135.0,136.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,136,136.0,137.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,137,137.0,138.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,138,138.0,139.0,Harp Seal,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,139,139.0,140.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,140,140.0,141.0,Harp Seal,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,141,141.0,142.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,142,142.0,143.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,143,143.0,144.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,144,144.0,145.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,145,145.0,146.0,Harp Seal,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,146,146.0,147.0,Harp Seal,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,147,147.0,148.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,148,148.0,149.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,149,149.0,150.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,150,150.0,151.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,151,151.0,152.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,152,152.0,153.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,153,153.0,154.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,154,154.0,155.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,155,155.0,156.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,156,156.0,157.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,157,157.0,158.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,158,158.0,159.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,159,159.0,160.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,160,160.0,161.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,161,161.0,162.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,162,162.0,163.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,163,163.0,164.0,Sperm Whale,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,164,164.0,165.0,Walrus,Sperm Whale
audio2025_rec/Sperm Whale/Sperm Whale.wav,165,165.0,165.093875,Walrus,Sperm Whale
audio2025_rec/Walrus/Walrus.wav,0,0.0,1.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,1,1.0,2.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,2,2.0,3.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,3,3.0,4.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,4,4.0,5.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,5,5.0,6.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,6,6.0,7.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,7,7.0,8.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,8,8.0,9.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,9,9.0,10.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,10,10.0,11.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,11,11.0,12.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,12,12.0,13.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,13,13.0,14.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,14,14.0,15.0,Harp Seal,Walrus
audio2025_rec/Walrus/Walrus.wav,15,15.0,16.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,16,16.0,17.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,17,17.0,18.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,18,18.0,19.0,Sperm Whale,Walrus
audio2025_rec/Walrus/Walrus.wav,19,19.0,20.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,20,20.0,21.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,21,21.0,22.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,22,22.0,23.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,23,23.0,24.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,24,24.0,25.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,25,25.0,26.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,26,26.0,27.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,27,27.0,28.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,28,28.0,29.0,Beluga White Whale,Walrus
audio2025_rec/Walrus/Walrus.wav,29,29.0,30.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,30,30.0,31.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,31,31.0,32.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,32,32.0,33.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,33,33.0,34.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,34,34.0,35.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,35,35.0,36.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,36,36.0,37.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,37,37.0,38.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,38,38.0,39.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,39,39.0,40.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,40,40.0,41.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,41,41.0,42.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,42,42.0,43.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,43,43.0,44.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,44,44.0,45.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,45,45.0,46.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,46,46.0,47.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,47,47.0,48.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,48,48.0,49.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,49,49.0,50.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,50,50.0,51.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,51,51.0,52.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,52,52.0,53.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,53,53.0,54.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,54,54.0,55.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,55,55.0,56.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,56,56.0,57.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,57,57.0,58.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,58,58.0,59.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,59,59.0,60.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,60,60.0,61.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,61,61.0,62.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,62,62.0,63.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,63,63.0,64.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,64,64.0,65.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,65,65.0,66.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,66,66.0,67.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,67,67.0,68.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,68,68.0,69.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,69,69.0,70.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,70,70.0,71.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,71,71.0,72.0,Sperm Whale,Walrus
audio2025_rec/Walrus/Walrus.wav,72,72.0,73.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,73,73.0,74.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,74,74.0,75.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,75,75.0,76.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,76,76.0,77.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,77,77.0,78.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,78,78.0,79.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,79,79.0,80.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,80,80.0,81.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,81,81.0,82.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,82,82.0,83.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,83,83.0,84.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,84,84.0,85.0,Harp Seal,Walrus
audio2025_rec/Walrus/Walrus.wav,85,85.0,86.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,86,86.0,87.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,87,87.0,88.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,88,88.0,89.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,89,89.0,90.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,90,90.0,91.0,Beluga White Whale,Walrus
audio2025_rec/Walrus/Walrus.wav,91,91.0,92.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,92,92.0,93.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,93,93.0,94.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,94,94.0,95.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,95,95.0,96.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,96,96.0,97.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,97,97.0,98.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,98,98.0,99.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,99,99.0,100.0,Humpback Whale,Walrus
audio2025_rec/Walrus/Walrus.wav,100,100.0,101.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,101,101.0,102.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,102,102.0,103.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,103,103.0,104.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,104,104.0,105.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,105,105.0,106.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,106,106.0,107.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,107,107.0,108.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,108,108.0,109.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,109,109.0,110.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,110,110.0,111.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,111,111.0,112.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,112,112.0,113.0,Harp Seal,Walrus
audio2025_rec/Walrus/Walrus.wav,113,113.0,114.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,114,114.0,115.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,115,115.0,116.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,116,116.0,117.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,117,117.0,118.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,118,118.0,119.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,119,119.0,120.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,120,120.0,121.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,121,121.0,122.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,122,122.0,123.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,123,123.0,124.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,124,124.0,125.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,125,125.0,126.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,126,126.0,127.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,127,127.0,128.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,128,128.0,129.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,129,129.0,130.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,130,130.0,131.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,131,131.0,132.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,132,132.0,133.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,133,133.0,134.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,134,134.0,135.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,135,135.0,136.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,136,136.0,137.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,137,137.0,138.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,138,138.0,139.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,139,139.0,140.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,140,140.0,141.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,141,141.0,142.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,142,142.0,143.0,khong,Walrus
audio2025_rec/Walrus/Walrus.wav,143,143.0,144.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,144,144.0,145.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,145,145.0,146.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,146,146.0,147.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,147,147.0,148.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,148,148.0,149.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,149,149.0,150.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,150,150.0,151.0,Beluga White Whale,Walrus
audio2025_rec/Walrus/Walrus.wav,151,151.0,152.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,152,152.0,153.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,153,153.0,154.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,154,154.0,155.0,Walrus,Walrus
audio2025_rec/Walrus/Walrus.wav,155,155.0,155.2254375,khong,Walrus
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,0,0.0,1.0,Sperm Whale,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,1,1.0,2.0,Beluga White Whale,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,2,2.0,3.0,Sperm Whale,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,3,3.0,4.0,Harp Seal,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,4,4.0,5.0,khong,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,5,5.0,6.0,Sperm Whale,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,6,6.0,7.0,Sperm Whale,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,7,7.0,8.0,Beluga White Whale,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,8,8.0,9.0,Beluga White Whale,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,9,9.0,10.0,khong,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,10,10.0,11.0,khong,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,11,11.0,12.0,Harp Seal,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,12,12.0,13.0,khong,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,13,13.0,14.0,Harp Seal,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,14,14.0,15.0,khong,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,15,15.0,16.0,Harp Seal,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,16,16.0,17.0,Harp Seal,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,17,17.0,18.0,White-beaked Dolphin,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,18,18.0,19.0,Sperm Whale,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,19,19.0,20.0,Harp Seal,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,20,20.0,21.0,Harp Seal,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,21,21.0,22.0,Beluga White Whale,White-beaked Dolphin
audio2025_rec/White-beaked Dolphin/White-beaked Dolphin.wav,22,22.0,23.0,khong,White-beaked Dolphin
