File,Window,Time Start,Time End,Predicted,Ground Truth
clean/Killer Whale/Killer Whale_115.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_116.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_117.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_118.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_119.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_120.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_121.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_122.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_123.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_124.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_125.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_126.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_127.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_128.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_129.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_130.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_131.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_132.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_133.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_134.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_135.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_136.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_137.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_138.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_139.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_140.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_141.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_142.wav,0,0.0,1.0,Beluga White Whale,Killer Whale
clean/Killer Whale/Killer Whale_143.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_144.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_145.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_146.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_147.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_148.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_149.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_150.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_151.wav,0,0.0,1.0,Humpback Whale,Killer Whale
clean/Killer Whale/Killer Whale_152.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_153.wav,0,0.0,1.0,Humpback Whale,Killer Whale
clean/Killer Whale/Killer Whale_154.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_155.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_156.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_157.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_158.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_159.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_160.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_161.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_162.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_163.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_164.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_165.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_166.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_167.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_168.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_169.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Killer Whale/Killer Whale_170.wav,0,0.0,1.0,Killer Whale,Killer Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_0.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_1.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_2.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_3.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_4.wav,0,0.0,1.0,Sperm Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_5.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_6.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_7.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_8.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_9.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_10.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_11.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_12.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_13.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_14.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_15.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_16.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_17.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_18.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_19.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_20.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_21.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_22.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_23.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_24.wav,0,0.0,1.0,Humpback Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_25.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_26.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_27.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_28.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_29.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_30.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_31.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_32.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_33.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_34.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_35.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_36.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_37.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_38.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_39.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_40.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_41.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_42.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_43.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_44.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_45.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_46.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_47.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_48.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_49.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_50.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_51.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_52.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_53.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_54.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_55.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_56.wav,0,0.0,1.0,Killer Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_57.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_58.wav,0,0.0,1.0,Killer Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_59.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_60.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_61.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_62.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_63.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_64.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_65.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_66.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_67.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_68.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_69.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_70.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_71.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_72.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_73.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_74.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_75.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_76.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_77.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_78.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_79.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_80.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_81.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_82.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_83.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_84.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_85.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_86.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_87.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_88.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_89.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_90.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_91.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_92.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_93.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_94.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_95.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_96.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_97.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_98.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_99.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_100.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_101.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_102.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_103.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_104.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_105.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_106.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_107.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_108.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_109.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_110.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_111.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_112.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_113.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_114.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_115.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_116.wav,0,0.0,1.0,Killer Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_117.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_118.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_119.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_120.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_121.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_122.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_123.wav,0,0.0,1.0,Killer Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_124.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_125.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_126.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_127.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_128.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_129.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Long-Finned Pilot Whale/Long-Finned Pilot Whale_130.wav,0,0.0,1.0,Long-Finned Pilot Whale,Long-Finned Pilot Whale
clean/Northern Right Whale/Northern Right Whale_0.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_1.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_2.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_3.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_4.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_5.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_6.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_7.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_8.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_9.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_10.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_11.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_12.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_13.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_14.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_15.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_16.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_17.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_18.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_19.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_20.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_21.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_22.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_23.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_24.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_25.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_26.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_27.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_28.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_29.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_30.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
clean/Northern Right Whale/Northern Right Whale_31.wav,0,0.0,1.0,Northern Right Whale,Northern Right Whale
